pid,mountainRange,site,bodyLength,test,score
8aa4a099-4b00-424d-ad7c-f495733e8c94,Bavarian,a,169.6193817,test_3,2.739209551585753
8aa4a099-4b00-424d-ad7c-f495733e8c94,Bavarian,a,169.6193817,test_4,1
803e0b6d-35eb-4eb7-b0bf-8e8700ab0de7,Bavarian,a,164.4162728,test_1,83.74623409020882
803e0b6d-35eb-4eb7-b0bf-8e8700ab0de7,Bavarian,a,164.4162728,test_2,79.02814034817825
803e0b6d-35eb-4eb7-b0bf-8e8700ab0de7,Bavarian,a,164.4162728,test_3,103.29793075498644
803e0b6d-35eb-4eb7-b0bf-8e8700ab0de7,Bavarian,a,164.4162728,test_4,0
6cefde19-e1e5-4baa-99f9-ac4e985157c4,Bavarian,a,167.5104297,test_1,85.54201156720602
6cefde19-e1e5-4baa-99f9-ac4e985157c4,Bavarian,a,167.5104297,test_2,159.1231556713149
6cefde19-e1e5-4baa-99f9-ac4e985157c4,Bavarian,a,167.5104297,test_3,24.193066344578018
6cefde19-e1e5-4baa-99f9-ac4e985157c4,Bavarian,a,167.5104297,test_4,1
2f479363-8a74-4314-8a0c-00b0407851c8,Bavarian,a,179.606068,test_1,91.1127873409018
2f479363-8a74-4314-8a0c-00b0407851c8,Bavarian,a,179.606068,test_2,58.415708289713436
2f479363-8a74-4314-8a0c-00b0407851c8,Bavarian,a,179.606068,test_3,102.45999357585798
2f479363-8a74-4314-8a0c-00b0407851c8,Bavarian,a,179.606068,test_4,0
894eea76-b659-4c23-ad63-d8f8880fd83c,Bavarian,a,174.4654852,test_1,88.11734590793168
894eea76-b659-4c23-ad63-d8f8880fd83c,Bavarian,a,174.4654852,test_2,28.681398109535717
894eea76-b659-4c23-ad63-d8f8880fd83c,Bavarian,a,174.4654852,test_3,160.542128170903
894eea76-b659-4c23-ad63-d8f8880fd83c,Bavarian,a,174.4654852,test_4,0
298a2671-fc6b-4798-8f5f-5b0035692420,Bavarian,a,164.7812478,test_1,84.27851670015043
298a2671-fc6b-4798-8f5f-5b0035692420,Bavarian,a,164.7812478,test_2,140.2208739530698
298a2671-fc6b-4798-8f5f-5b0035692420,Bavarian,a,164.7812478,test_3,11.582751254179678
298a2671-fc6b-4798-8f5f-5b0035692420,Bavarian,a,164.7812478,test_4,1
ef32e6ff-b078-4b4c-955c-6ddc33821bbd,Bavarian,a,172.5594668,test_1,87.04049330567915
ef32e6ff-b078-4b4c-955c-6ddc33821bbd,Bavarian,a,172.5594668,test_2,156.1417701612444
ef32e6ff-b078-4b4c-955c-6ddc33821bbd,Bavarian,a,172.5594668,test_3,32.97354699935276
ef32e6ff-b078-4b4c-955c-6ddc33821bbd,Bavarian,a,172.5594668,test_4,1
839fb3c0-4a92-402e-8fe4-0a2622ec8a6d,Bavarian,a,179.0007743,test_1,91.889226167366985
839fb3c0-4a92-402e-8fe4-0a2622ec8a6d,Bavarian,a,179.0007743,test_2,156.67964741595543
839fb3c0-4a92-402e-8fe4-0a2622ec8a6d,Bavarian,a,179.0007743,test_3,55.660162575167895
839fb3c0-4a92-402e-8fe4-0a2622ec8a6d,Bavarian,a,179.0007743,test_4,1
aab3c6d7-72bc-4ecb-a343-3aca40081763,Bavarian,a,175.9704091,test_1,88.73865708804699
aab3c6d7-72bc-4ecb-a343-3aca40081763,Bavarian,a,175.9704091,test_2,29.271636255433013
aab3c6d7-72bc-4ecb-a343-3aca40081763,Bavarian,a,175.9704091,test_3,157.0550708057542
aab3c6d7-72bc-4ecb-a343-3aca40081763,Bavarian,a,175.9704091,test_4,0
4e0077ca-9eb4-40d3-beee-08f55925b2ad,Bavarian,a,170.8193187,test_1,86.92198761814521
4e0077ca-9eb4-40d3-beee-08f55925b2ad,Bavarian,a,170.8193187,test_2,46.30987024744676
4e0077ca-9eb4-40d3-beee-08f55925b2ad,Bavarian,a,170.8193187,test_3,139.1948023825968
4e0077ca-9eb4-40d3-beee-08f55925b2ad,Bavarian,a,170.8193187,test_4,0
3b79b150-9711-4237-88fe-d3cf96f9a631,Bavarian,a,170.0534398,test_1,86.13928440240035
3b79b150-9711-4237-88fe-d3cf96f9a631,Bavarian,a,170.0534398,test_2,47.86673407871866
3b79b150-9711-4237-88fe-d3cf96f9a631,Bavarian,a,170.0534398,test_3,138.929360345543
3b79b150-9711-4237-88fe-d3cf96f9a631,Bavarian,a,170.0534398,test_4,0
0e2cdb6a-669a-4f5e-9b50-2047e7e4efa7,Bavarian,a,171.0932718,test_1,85.69331050054625
0e2cdb6a-669a-4f5e-9b50-2047e7e4efa7,Bavarian,a,171.0932718,test_2,149.72263034033907
0e2cdb6a-669a-4f5e-9b50-2047e7e4efa7,Bavarian,a,171.0932718,test_3,17.864925918832608
0e2cdb6a-669a-4f5e-9b50-2047e7e4efa7,Bavarian,a,171.0932718,test_4,1
5c7b8b61-b780-4240-941c-94b9b5ccae65,Bavarian,a,166.9571182,test_1,85.64711592432651
5c7b8b61-b780-4240-941c-94b9b5ccae65,Bavarian,a,166.9571182,test_2,163.82485826131042
5c7b8b61-b780-4240-941c-94b9b5ccae65,Bavarian,a,166.9571182,test_3,30.174005745321757
5c7b8b61-b780-4240-941c-94b9b5ccae65,Bavarian,a,166.9571182,test_4,1
0c1ec2ed-64bd-466a-aa5f-6dc381cec69f,Bavarian,a,169.7708317,test_1,86.28318816379412
0c1ec2ed-64bd-466a-aa5f-6dc381cec69f,Bavarian,a,169.7708317,test_2,51.845856370343604
0c1ec2ed-64bd-466a-aa5f-6dc381cec69f,Bavarian,a,169.7708317,test_3,132.99374909032363
0c1ec2ed-64bd-466a-aa5f-6dc381cec69f,Bavarian,a,169.7708317,test_4,0
e09bf69d-f842-4a6c-b0e2-28ebd12737ea,Bavarian,b,177.1744436,test_1,89.96191440953366
e09bf69d-f842-4a6c-b0e2-28ebd12737ea,Bavarian,b,177.1744436,test_2,165.82155357854705
e09bf69d-f842-4a6c-b0e2-28ebd12737ea,Bavarian,b,177.1744436,test_3,63.049642742752305
e09bf69d-f842-4a6c-b0e2-28ebd12737ea,Bavarian,b,177.1744436,test_4,1
0445ceda-c75e-41b7-a06f-727010f7278e,Bavarian,b,170.6868505,test_1,85.60768542808262
0445ceda-c75e-41b7-a06f-727010f7278e,Bavarian,b,170.6868505,test_2,3.879789317636974
0445ceda-c75e-41b7-a06f-727010f7278e,Bavarian,b,170.6868505,test_3,206.2898755606482
0445ceda-c75e-41b7-a06f-727010f7278e,Bavarian,b,170.6868505,test_4,0
7b770f7c-3d5d-4fc1-bfec-8805ca5c2ac2,Bavarian,b,176.7402672,test_1,90.68210028290068
7b770f7c-3d5d-4fc1-bfec-8805ca5c2ac2,Bavarian,b,176.7402672,test_2,126.8510876316424
7b770f7c-3d5d-4fc1-bfec-8805ca5c2ac2,Bavarian,b,176.7402672,test_3,1.4484085722932258
7b770f7c-3d5d-4fc1-bfec-8805ca5c2ac2,Bavarian,b,176.7402672,test_4,1
80df7b78-c785-4f61-8fd4-3b22409f3b3c,Bavarian,b,182.921515,test_1,93.58721806199446
80df7b78-c785-4f61-8fd4-3b22409f3b3c,Bavarian,b,182.921515,test_2,121.35668478316266
80df7b78-c785-4f61-8fd4-3b22409f3b3c,Bavarian,b,182.921515,test_3,9.256706775240907
80df7b78-c785-4f61-8fd4-3b22409f3b3c,Bavarian,b,182.921515,test_4,1
17863a07-88c9-4dae-a1f1-fccb893c1b1f,Bavarian,b,182.3539525,test_1,93.55667288226977
17863a07-88c9-4dae-a1f1-fccb893c1b1f,Bavarian,b,182.3539525,test_2,3.349504392147997
17863a07-88c9-4dae-a1f1-fccb893c1b1f,Bavarian,b,182.3539525,test_3,184.80212815839053
17863a07-88c9-4dae-a1f1-fccb893c1b1f,Bavarian,b,182.3539525,test_4,0
60f52c1c-ab1e-4825-9941-2b95f95375c0,Bavarian,b,183.0819313,test_1,91.9457839647097
60f52c1c-ab1e-4825-9941-2b95f95375c0,Bavarian,b,183.0819313,test_2,72.89174933967882
60f52c1c-ab1e-4825-9941-2b95f95375c0,Bavarian,b,183.0819313,test_3,72.6738488940819
60f52c1c-ab1e-4825-9941-2b95f95375c0,Bavarian,b,183.0819313,test_4,1
c782625f-39b8-4d33-9ad6-06de6f18ee8f,Bavarian,b,182.1753313,test_1,92.3953005917679
c782625f-39b8-4d33-9ad6-06de6f18ee8f,Bavarian,b,182.1753313,test_2,0.511544089851906
c782625f-39b8-4d33-9ad6-06de6f18ee8f,Bavarian,b,182.1753313,test_3,191.48891174833858
c782625f-39b8-4d33-9ad6-06de6f18ee8f,Bavarian,b,182.1753313,test_4,0
6ec02eeb-146b-458a-b047-17182c3953a3,Bavarian,b,175.5122137,test_1,89.43933149916855
6ec02eeb-146b-458a-b047-17182c3953a3,Bavarian,b,175.5122137,test_2,59.86405417400178
6ec02eeb-146b-458a-b047-17182c3953a3,Bavarian,b,175.5122137,test_3,108.3020032652843
6ec02eeb-146b-458a-b047-17182c3953a3,Bavarian,b,175.5122137,test_4,0
8559d2da-8b9b-46d6-a093-814c0471f502,Bavarian,b,173.5323951,test_1,88.54510764079758
8559d2da-8b9b-46d6-a093-814c0471f502,Bavarian,b,173.5323951,test_2,109.80238146139139
8559d2da-8b9b-46d6-a093-814c0471f502,Bavarian,b,173.5323951,test_3,34.65445865908619
8559d2da-8b9b-46d6-a093-814c0471f502,Bavarian,b,173.5323951,test_4,1
503efb9c-d6f5-48c6-84a2-b0115369c70e,Bavarian,b,174.2216996,test_1,89.37447261537149
503efb9c-d6f5-48c6-84a2-b0115369c70e,Bavarian,b,174.2216996,test_2,81.18191833897372
503efb9c-d6f5-48c6-84a2-b0115369c70e,Bavarian,b,174.2216996,test_3,76.8348798195805
503efb9c-d6f5-48c6-84a2-b0115369c70e,Bavarian,b,174.2216996,test_4,1
57e2442a-7e72-4fb7-9917-35a49711891c,Bavarian,b,174.8399351,test_1,89.53130273139831
57e2442a-7e72-4fb7-9917-35a49711891c,Bavarian,b,174.8399351,test_2,116.7492317973024
57e2442a-7e72-4fb7-9917-35a49711891c,Bavarian,b,174.8399351,test_3,19.895087823083962
57e2442a-7e72-4fb7-9917-35a49711891c,Bavarian,b,174.8399351,test_4,1
e24689ce-943b-437a-acef-f9088d8d3032,Bavarian,b,180.0634457,test_1,90.15914512583656
e24689ce-943b-437a-acef-f9088d8d3032,Bavarian,b,180.0634457,test_2,42.33013707875797
e24689ce-943b-437a-acef-f9088d8d3032,Bavarian,b,180.0634457,test_3,129.35228254986998
e24689ce-943b-437a-acef-f9088d8d3032,Bavarian,b,180.0634457,test_4,0
137bed3d-ca94-468b-9ec4-d9e87507ff1f,Bavarian,b,190.6409588,test_1,97.57534879831172
137bed3d-ca94-468b-9ec4-d9e87507ff1f,Bavarian,b,190.6409588,test_2,122.30995844128478
137bed3d-ca94-468b-9ec4-d9e87507ff1f,Bavarian,b,190.6409588,test_3,32.57679939860342
137bed3d-ca94-468b-9ec4-d9e87507ff1f,Bavarian,b,190.6409588,test_4,1
4556e9a0-817b-4e62-9680-ef349092cf88,Bavarian,b,169.7087779,test_1,86.71264591971733
4556e9a0-817b-4e62-9680-ef349092cf88,Bavarian,b,169.7087779,test_2,145.77810987097305
4556e9a0-817b-4e62-9680-ef349092cf88,Bavarian,b,169.7087779,test_3,10.492580000781356
4556e9a0-817b-4e62-9680-ef349092cf88,Bavarian,b,169.7087779,test_4,1
a3fb6a7a-98f6-4607-88de-efd8e09c2ce7,Bavarian,b,179.5743569,test_1,91.49359497832272
a3fb6a7a-98f6-4607-88de-efd8e09c2ce7,Bavarian,b,179.5743569,test_2,151.00721753744236
a3fb6a7a-98f6-4607-88de-efd8e09c2ce7,Bavarian,b,179.5743569,test_3,47.169614419432065
a3fb6a7a-98f6-4607-88de-efd8e09c2ce7,Bavarian,b,179.5743569,test_4,1
25432418-f2b3-4f84-9d86-0777bc0d86fd,Bavarian,b,188.8472039,test_1,96.10350942198929
25432418-f2b3-4f84-9d86-0777bc0d86fd,Bavarian,b,188.8472039,test_2,1.1433655101663016
25432418-f2b3-4f84-9d86-0777bc0d86fd,Bavarian,b,188.8472039,test_3,178.58432504694758
25432418-f2b3-4f84-9d86-0777bc0d86fd,Bavarian,b,188.8472039,test_4,0
5957458a-4dda-4c5a-a214-700a3c7a79cb,Bavarian,b,173.2164322,test_1,86.93796937048917
5957458a-4dda-4c5a-a214-700a3c7a79cb,Bavarian,b,173.2164322,test_2,48.672786364455355
5957458a-4dda-4c5a-a214-700a3c7a79cb,Bavarian,b,173.2164322,test_3,132.63758909462902
5957458a-4dda-4c5a-a214-700a3c7a79cb,Bavarian,b,173.2164322,test_4,0
f152a785-941e-4725-ad55-433e65f4c22e,Bavarian,b,179.4239913,test_1,91.46665451481108
f152a785-941e-4725-ad55-433e65f4c22e,Bavarian,b,179.4239913,test_2,113.34546843166264
f152a785-941e-4725-ad55-433e65f4c22e,Bavarian,b,179.4239913,test_3,13.779866552974724
f152a785-941e-4725-ad55-433e65f4c22e,Bavarian,b,179.4239913,test_4,1
145670ce-061e-415d-8184-36673d3d3955,Bavarian,b,182.8767077,test_1,93.2152867645085
145670ce-061e-415d-8184-36673d3d3955,Bavarian,b,182.8767077,test_2,111.05904284986198
145670ce-061e-415d-8184-36673d3d3955,Bavarian,b,182.8767077,test_3,8.321992707879472
145670ce-061e-415d-8184-36673d3d3955,Bavarian,b,182.8767077,test_4,1
9d9f7b6b-031b-4733-a856-bb5c9a65f2de,Bavarian,b,177.82055,test_1,90.41240375625584
9d9f7b6b-031b-4733-a856-bb5c9a65f2de,Bavarian,b,177.82055,test_2,70.83540624056586
9d9f7b6b-031b-4733-a856-bb5c9a65f2de,Bavarian,b,177.82055,test_3,86.17132114385447
9d9f7b6b-031b-4733-a856-bb5c9a65f2de,Bavarian,b,177.82055,test_4,1
109163fb-581e-4542-bd98-8e0991191faf,Bavarian,c,191.9322152,test_1,96.32092809104758
109163fb-581e-4542-bd98-8e0991191faf,Bavarian,c,191.9322152,test_2,47.92956714814218
109163fb-581e-4542-bd98-8e0991191faf,Bavarian,c,191.9322152,test_3,95.0183455577475
109163fb-581e-4542-bd98-8e0991191faf,Bavarian,c,191.9322152,test_4,0
33b2dfcc-9ac7-43e6-8eb3-5478147c16de,Bavarian,c,185.6634414,test_1,94.1040699650548
33b2dfcc-9ac7-43e6-8eb3-5478147c16de,Bavarian,c,185.6634414,test_2,24.345916319312167
33b2dfcc-9ac7-43e6-8eb3-5478147c16de,Bavarian,c,185.6634414,test_3,146.0685376979407
33b2dfcc-9ac7-43e6-8eb3-5478147c16de,Bavarian,c,185.6634414,test_4,0
09f8f8c9-fbc1-41e8-b7f5-3fa9f338dc94,Bavarian,c,188.224188,test_1,95.58952353151464
09f8f8c9-fbc1-41e8-b7f5-3fa9f338dc94,Bavarian,c,188.224188,test_2,137.00910052177966
09f8f8c9-fbc1-41e8-b7f5-3fa9f338dc94,Bavarian,c,188.224188,test_3,49.26523446676887
09f8f8c9-fbc1-41e8-b7f5-3fa9f338dc94,Bavarian,c,188.224188,test_4,1
5effb3e8-d81f-4355-ab4c-cc213b738713,Bavarian,c,191.0762972,test_1,97.70522139905675
5effb3e8-d81f-4355-ab4c-cc213b738713,Bavarian,c,191.0762972,test_2,28.55573197068865
5effb3e8-d81f-4355-ab4c-cc213b738713,Bavarian,c,191.0762972,test_3,126.94074940464377
5effb3e8-d81f-4355-ab4c-cc213b738713,Bavarian,c,191.0762972,test_4,0
7e49b8af-5848-4457-ae65-4c8882546be1,Bavarian,c,193.0720144,test_1,97.48413758245776
7e49b8af-5848-4457-ae65-4c8882546be1,Bavarian,c,193.0720144,test_2,110.67536841969456
7e49b8af-5848-4457-ae65-4c8882546be1,Bavarian,c,193.0720144,test_3,17.073254434219553
7e49b8af-5848-4457-ae65-4c8882546be1,Bavarian,c,193.0720144,test_4,1
3cf1867c-274c-47a5-b2aa-aeb7e8d82182,Bavarian,c,195.98165,test_1,98.40449619993085
3cf1867c-274c-47a5-b2aa-aeb7e8d82182,Bavarian,c,195.98165,test_2,95.92006928340238
3cf1867c-274c-47a5-b2aa-aeb7e8d82182,Bavarian,c,195.98165,test_3,1.8042603875242549
3cf1867c-274c-47a5-b2aa-aeb7e8d82182,Bavarian,c,195.98165,test_4,1
f0b33374-e6ec-4813-b1f2-9c56184391fb,Bavarian,c,185.5081277,test_1,95.1943310389402
f0b33374-e6ec-4813-b1f2-9c56184391fb,Bavarian,c,185.5081277,test_2,57.36469430137696
f0b33374-e6ec-4813-b1f2-9c56184391fb,Bavarian,c,185.5081277,test_3,89.50835225765107
f0b33374-e6ec-4813-b1f2-9c56184391fb,Bavarian,c,185.5081277,test_4,1
4811ae52-2405-4423-aace-d2ffd9ef1ea5,Bavarian,c,191.7647472,test_1,96.05274228084689
4811ae52-2405-4423-aace-d2ffd9ef1ea5,Bavarian,c,191.7647472,test_2,52.0346610171461
4811ae52-2405-4423-aace-d2ffd9ef1ea5,Bavarian,c,191.7647472,test_3,88.63872343862842
4811ae52-2405-4423-aace-d2ffd9ef1ea5,Bavarian,c,191.7647472,test_4,1
904fb911-29d8-49f2-b8a4-49c93f0061a9,Bavarian,c,184.0877927,test_1,92.08541248044088
904fb911-29d8-49f2-b8a4-49c93f0061a9,Bavarian,c,184.0877927,test_2,134.0911589581966
904fb911-29d8-49f2-b8a4-49c93f0061a9,Bavarian,c,184.0877927,test_3,30.041540389325995
904fb911-29d8-49f2-b8a4-49c93f0061a9,Bavarian,c,184.0877927,test_4,1
4bdb2e16-8385-4d1e-80bd-5a12539cdcde,Bavarian,c,193.0299285,test_1,96.71436381546296
4bdb2e16-8385-4d1e-80bd-5a12539cdcde,Bavarian,c,193.0299285,test_2,91.9857155537417
4bdb2e16-8385-4d1e-80bd-5a12539cdcde,Bavarian,c,193.0299285,test_3,16.67950840010112
4bdb2e16-8385-4d1e-80bd-5a12539cdcde,Bavarian,c,193.0299285,test_4,1
5f74d61e-855c-4829-b710-b3b099d01bfa,Bavarian,c,193.2441459,test_1,97.93840473913036
5f74d61e-855c-4829-b710-b3b099d01bfa,Bavarian,c,193.2441459,test_2,72.81146263985988
5f74d61e-855c-4829-b710-b3b099d01bfa,Bavarian,c,193.2441459,test_3,47.41414968565951
5f74d61e-855c-4829-b710-b3b099d01bfa,Bavarian,c,193.2441459,test_4,1
4d153de8-a6e5-4666-825d-7f35b063b8e5,Bavarian,c,187.5596646,test_1,94.8253126443281
4d153de8-a6e5-4666-825d-7f35b063b8e5,Bavarian,c,187.5596646,test_2,93.72091185357885
4d153de8-a6e5-4666-825d-7f35b063b8e5,Bavarian,c,187.5596646,test_3,26.192074474970518
4d153de8-a6e5-4666-825d-7f35b063b8e5,Bavarian,c,187.5596646,test_4,1
94d477bc-189f-457f-97af-5efd1ec8f88a,Bavarian,c,192.8173674,test_1,98.50819951375207
94d477bc-189f-457f-97af-5efd1ec8f88a,Bavarian,c,192.8173674,test_2,73.32459937348537
94d477bc-189f-457f-97af-5efd1ec8f88a,Bavarian,c,192.8173674,test_3,46.19550743229964
94d477bc-189f-457f-97af-5efd1ec8f88a,Bavarian,c,192.8173674,test_4,1
31079a6a-67c7-49f3-95ff-b031b5978bfe,Bavarian,c,192.8957911,test_1,96.70425538154645
31079a6a-67c7-49f3-95ff-b031b5978bfe,Bavarian,c,192.8957911,test_2,153.19210662441762
31079a6a-67c7-49f3-95ff-b031b5978bfe,Bavarian,c,192.8957911,test_3,88.9191710985774
31079a6a-67c7-49f3-95ff-b031b5978bfe,Bavarian,c,192.8957911,test_4,1
eae45a7e-b135-498c-b9ed-d74c65cbdf6a,Bavarian,c,189.0644148,test_1,96.68942898842256
eae45a7e-b135-498c-b9ed-d74c65cbdf6a,Bavarian,c,189.0644148,test_2,5.98818786940432
eae45a7e-b135-498c-b9ed-d74c65cbdf6a,Bavarian,c,189.0644148,test_3,169.19021217858986
eae45a7e-b135-498c-b9ed-d74c65cbdf6a,Bavarian,c,189.0644148,test_4,0
01caff74-73ea-4c94-9e61-7a750e8bf8cc,Bavarian,c,190.6611123,test_1,96.50692737864836
01caff74-73ea-4c94-9e61-7a750e8bf8cc,Bavarian,c,190.6611123,test_2,9.83178272100879
01caff74-73ea-4c94-9e61-7a750e8bf8cc,Bavarian,c,190.6611123,test_3,161.46275348511514
01caff74-73ea-4c94-9e61-7a750e8bf8cc,Bavarian,c,190.6611123,test_4,0
a1541622-74af-4409-b0c4-5b56c3ea5ff3,Bavarian,c,197.7971633,test_1,101.2030215089991
a1541622-74af-4409-b0c4-5b56c3ea5ff3,Bavarian,c,197.7971633,test_2,141.49817425948294
a1541622-74af-4409-b0c4-5b56c3ea5ff3,Bavarian,c,197.7971633,test_3,87.14100794814308
a1541622-74af-4409-b0c4-5b56c3ea5ff3,Bavarian,c,197.7971633,test_4,1
8568cf54-61a4-402e-8933-298609edecb9,Bavarian,c,186.3583927,test_1,94.41752333329352
8568cf54-61a4-402e-8933-298609edecb9,Bavarian,c,186.3583927,test_2,39.93898971458476
8568cf54-61a4-402e-8933-298609edecb9,Bavarian,c,186.3583927,test_3,118.75594750864005
8568cf54-61a4-402e-8933-298609edecb9,Bavarian,c,186.3583927,test_4,0
262d0750-6b82-45ac-856b-63b226da3544,Bavarian,c,196.1694599,test_1,99.92486169148276
262d0750-6b82-45ac-856b-63b226da3544,Bavarian,c,196.1694599,test_2,98.86275136807102
262d0750-6b82-45ac-856b-63b226da3544,Bavarian,c,196.1694599,test_3,6.371767972194262
262d0750-6b82-45ac-856b-63b226da3544,Bavarian,c,196.1694599,test_4,1
48ae41bf-2ec9-4060-9be4-4daad2608a9b,Bavarian,c,188.3476105,test_1,94.36404280914532
48ae41bf-2ec9-4060-9be4-4daad2608a9b,Bavarian,c,188.3476105,test_2,93.67173624993976
48ae41bf-2ec9-4060-9be4-4daad2608a9b,Bavarian,c,188.3476105,test_3,25.722109840733527
48ae41bf-2ec9-4060-9be4-4daad2608a9b,Bavarian,c,188.3476105,test_4,1
1461d3ef-a101-4331-8630-c656ffca69a1,Ligurian,a,200.4518306,test_1,102.32722361983406
1461d3ef-a101-4331-8630-c656ffca69a1,Ligurian,a,200.4518306,test_2,157.08457164112926
1461d3ef-a101-4331-8630-c656ffca69a1,Ligurian,a,200.4518306,test_3,122.94626263093089
1461d3ef-a101-4331-8630-c656ffca69a1,Ligurian,a,200.4518306,test_4,0
11cfd6f5-dfb1-41a4-8bff-fa7daf59392d,Ligurian,a,202.6518694,test_1,103.10347399630854
11cfd6f5-dfb1-41a4-8bff-fa7daf59392d,Ligurian,a,202.6518694,test_2,121.44076764759262
11cfd6f5-dfb1-41a4-8bff-fa7daf59392d,Ligurian,a,202.6518694,test_3,64.71725425408113
11cfd6f5-dfb1-41a4-8bff-fa7daf59392d,Ligurian,a,202.6518694,test_4,1
f46e5d6c-e273-492c-a0fb-4ba465ece7b2,Ligurian,a,204.0826204,test_1,103.43727951869164
f46e5d6c-e273-492c-a0fb-4ba465ece7b2,Ligurian,a,204.0826204,test_2,127.48290905195678
f46e5d6c-e273-492c-a0fb-4ba465ece7b2,Ligurian,a,204.0826204,test_3,79.26260217622186
f46e5d6c-e273-492c-a0fb-4ba465ece7b2,Ligurian,a,204.0826204,test_4,1
520f3115-5aaf-4cfe-8af6-3ee219bb8db6,Ligurian,a,205.1904028,test_1,104.51241929888106
520f3115-5aaf-4cfe-8af6-3ee219bb8db6,Ligurian,a,205.1904028,test_2,63.64800124372991
520f3115-5aaf-4cfe-8af6-3ee219bb8db6,Ligurian,a,205.1904028,test_3,33.89074702742795
520f3115-5aaf-4cfe-8af6-3ee219bb8db6,Ligurian,a,205.1904028,test_4,1
33cfa4a4-a28d-43ce-b9ad-e50880e8415a,Ligurian,a,201.4306689,test_1,102.918901837769
33cfa4a4-a28d-43ce-b9ad-e50880e8415a,Ligurian,a,201.4306689,test_2,87.44428092485214
33cfa4a4-a28d-43ce-b9ad-e50880e8415a,Ligurian,a,201.4306689,test_3,0.5349755631346139
33cfa4a4-a28d-43ce-b9ad-e50880e8415a,Ligurian,a,201.4306689,test_4,1
67bcb347-f1d2-4040-b204-140b9019acf3,Ligurian,a,199.2138714,test_1,101.1332691295014
67bcb347-f1d2-4040-b204-140b9019acf3,Ligurian,a,199.2138714,test_2,89.74148412342198
67bcb347-f1d2-4040-b204-140b9019acf3,Ligurian,a,199.2138714,test_3,2.334535005809986
67bcb347-f1d2-4040-b204-140b9019acf3,Ligurian,a,199.2138714,test_4,1
e69468f7-5cd3-48c4-91f3-eb762811fe3a,Ligurian,a,203.2291598,test_1,102.91554580612085
e69468f7-5cd3-48c4-91f3-eb762811fe3a,Ligurian,a,203.2291598,test_2,21.340706603751936
e69468f7-5cd3-48c4-91f3-eb762811fe3a,Ligurian,a,203.2291598,test_3,116.83720149340637
e69468f7-5cd3-48c4-91f3-eb762811fe3a,Ligurian,a,203.2291598,test_4,0
916a0e50-33bf-4697-9f17-34fcafaae7d8,Ligurian,a,197.3707903,test_1,99.30378351816606
916a0e50-33bf-4697-9f17-34fcafaae7d8,Ligurian,a,197.3707903,test_2,30.43723332731546
